coin,fundingRate,premium,time,funding_zscore,liquidation_risk
BTC,-0.00020843,-0.0005166744,2026-01-24 05:00:00.043,-0.9228072373685197,normal
BTC,0.00019596,-0.0004843235,2026-01-24 06:00:00.032,-0.4755026452688803,normal
BTC,-0.00020512,-0.0005164094,2026-01-24 07:00:00.003,-0.9191459742318204,normal
BTC,1.802e-05,-0.0004985582,2026-01-24 08:00:00.030,-0.6723259572157876,normal
BTC,0.00046393,-0.0004628855,2026-01-24 09:00:00.058,-0.1790951882473409,normal
BTC,6.405999999999999e-05,-0.0004948753,2026-01-24 10:00:00.112,-0.6214001098400675,normal
BTC,0.00067377,-0.0004460986,2026-01-24 11:00:00.027,0.05301340891428105,normal
BTC,0.00098175,-0.0004214598,2026-01-24 12:00:00.100,0.39367679889634516,normal
BTC,0.00103309,-0.0004173527,2026-01-24 13:00:00.080,0.4504650917779582,normal
BTC,0.00027698,-0.0004778413,2026-01-24 14:00:00.016,-0.38588465755426626,normal
BTC,-7.786e-05,-0.0005062289,2026-01-24 15:00:00.060,-0.7783809147827735,normal
BTC,-0.00033649,-0.0005269191,2026-01-24 16:00:00.092,-1.0644571942524184,normal
BTC,-0.00128115,-0.0006024919,2026-01-24 17:00:00.040,-2.109366207761272,short_squeeze_risk
BTC,-0.00073085,-0.0005584681,2026-01-24 18:00:00.011,-1.5006673847626035,normal
BTC,-0.0005639,-0.0005451117,2026-01-24 19:00:00.036,-1.3160003513269725,normal
BTC,-0.00173413,-0.0006387302,2026-01-24 20:00:00.028,-2.610417257810221,short_squeeze_risk
BTC,-0.00079062,-0.0005632494,2026-01-24 21:00:00.012,-1.5667802843639669,normal
BTC,-0.00112714,-0.0005901709,2026-01-24 22:00:00.056,-1.9390123903343683,normal
BTC,-0.00053917,-0.000543134,2026-01-24 23:00:00.017,-1.288645959372117,normal
BTC,-0.00080597,-0.0005644779,2026-01-25 00:00:00.006,-1.5837592538951857,normal
BTC,-0.00034454,-0.0005275633,2026-01-25 01:00:00.021,-1.0733614746906144,normal
BTC,-0.00025412,-0.0005203296,2026-01-25 02:00:00.135,-0.973345942116492,normal
BTC,0.00017392,-0.0004860864,2026-01-25 03:00:00.054,-0.4998815695990469,normal
